,name,city,offices,geo,lat,lng,total_money_raised,founded_year,number_of_employees,category_code,description,overview,tag_list
74,Projektwerk,Hamburg,"[{'description': None, 'address1': 'Kleine Seilerstr. 1', 'address2': '', 'zip_code': '20359', 'city': 'Hamburg', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.550788, 'longitude': 9.9675}]","{'type': 'Point', 'coordinates': [9.9675, 53.550788]}",53.550788,9.9675,$0,1999.0,,web,,<p>A German marketplace for projects and promoting own business — quick and easy. Best for all small Businesses and Freelancers that focus on project work.</p>,
33,Buongiorno,Berlin,"[{'description': '', 'address1': 'Via Cosimo del Fante, 10', 'address2': '', 'zip_code': '20122', 'city': 'Milan', 'state_code': None, 'country_code': 'ITA', 'latitude': 45.455322, 'longitude': 9.185502}, {'description': '', 'address1': 'Borgo Masnovo, 2', 'address2': '', 'zip_code': '43100', 'city': 'Parma', 'state_code': None, 'country_code': 'ITA', 'latitude': 44.798391, 'longitude': 10.326149}, {'description': 'Argentina', 'address1': 'Humboldt 2495', 'address2': 'Piso 10', 'zip_code': 'C1425FUG', 'city': 'Buenos Aires', 'state_code': None, 'country_code': 'ARG', 'latitude': None, 'longitude': None}, {'description': 'Australia', 'address1': 'Level 4', 'address2': '2 Elizabeth Plaza', 'zip_code': '2060', 'city': 'North Sydney NSW', 'state_code': None, 'country_code': 'AUS', 'latitude': -33.804474, 'longitude': 151.104553}, {'description': 'Austria', 'address1': 'HieÃŸgasse 12/3', 'address2': '', 'zip_code': '1030', 'city': 'Wien', 'state_code': None, 'country_code': 'AUT', 'latitude': 48.202731, 'longitude': 16.395911}, {'description': 'Belgium e Netherlands', 'address1': 'Sweelinckplein 9-11', 'address2': '', 'zip_code': '2517', 'city': 'The Hague', 'state_code': None, 'country_code': 'NLD', 'latitude': 52.083971, 'longitude': 4.285853}, {'description': 'Brasil', 'address1': 'R. Arandu, 205, 04562-030', 'address2': 'Brooklyn Novo', 'zip_code': '1110', 'city': 'SÃ£o Paulo', 'state_code': None, 'country_code': 'BRA', 'latitude': -23.60918, 'longitude': -46.692783}, {'description': 'Finland', 'address1': 'Salmisaarenranta 7', 'address2': '', 'zip_code': '00180', 'city': 'Helsinki', 'state_code': None, 'country_code': 'FIN', 'latitude': 60.163748, 'longitude': 24.899607}, {'description': 'France', 'address1': '10 rue Treilhard', 'address2': '', 'zip_code': '75008', 'city': 'Paris', 'state_code': None, 'country_code': 'FRA', 'latitude': 48.877049, 'longitude': 2.314679}, {'description': 'Germany', 'address1': 'Arndtstrasse, 34', 'address2': '', 'zip_code': '10965', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.488331, 'longitude': 13.393718}, {'description': 'Greece', 'address1': 'Mesogion 319', 'address2': '', 'zip_code': '15231', 'city': 'Athens', 'state_code': None, 'country_code': 'GRC', 'latitude': 38.007084, 'longitude': 23.800205}, {'description': 'Hong Kong', 'address1': '18 Harcourt Road', 'address2': 'Admiralty Centre Tower', 'zip_code': '1001', 'city': 'Hong Kong', 'state_code': None, 'country_code': 'HKG', 'latitude': 22.279704, 'longitude': 114.165023}, {'description': 'India', 'address1': '7, Barakhambha Road', 'address2': '', 'zip_code': '110001', 'city': 'New Delhi', 'state_code': None, 'country_code': 'IND', 'latitude': 28.627906, 'longitude': 77.22797}, {'description': 'Ireland', 'address1': 'Lake Drive', 'address2': 'City West Digital Park', 'zip_code': '3050', 'city': 'Dublin', 'state_code': None, 'country_code': 'IRL', 'latitude': 53.293363, 'longitude': -6.422587}, {'description': 'Mexico', 'address1': 'LeÃ³n Tolstoi #18', 'address2': 'PH Col. Anzures', 'zip_code': '11590', 'city': 'MÃ©xico D.F.', 'state_code': None, 'country_code': 'MEX', 'latitude': 20.686477, 'longitude': -103.422819}, {'description': 'Nigeria', 'address1': '1st Floor Plot, Olosa Street', 'address2': 'Victoria Island', 'zip_code': '1649', 'city': 'Lagos', 'state_code': None, 'country_code': 'NGA', 'latitude': None, 'longitude': None}, {'description': 'Norway', 'address1': 'Kongens gate 9', 'address2': '', 'zip_code': '0153', 'city': 'Oslo', 'state_code': None, 'country_code': 'NOR', 'latitude': 59.909996, 'longitude': 10.741712}, {'description': 'Portugal', 'address1': 'Campo Grande, 30, 2Â° C', 'address2': '', 'zip_code': '1700-093', 'city': 'Lisbon', 'state_code': None, 'country_code': 'PRT', 'latitude': 38.753759, 'longitude': -9.152264}, {'description': 'Russia', 'address1': 'Archangelskij per, 6 stroenie 2', 'address2': '', 'zip_code': '101000', 'city': 'Moscow', 'state_code': None, 'country_code': 'RUS', 'latitude': None, 'longitude': None}, {'description': 'Spain', 'address1': 'Calle Javier Ferrero 13-15', 'address2': '', 'zip_code': '28002', 'city': 'Madrid', 'state_code': None, 'country_code': 'ESP', 'latitude': 40.4487974, 'longitude': -3.6697641}, {'description': 'South Africa', 'address1': '34, Bree Street', 'address2': '9th Floor, The Terraces', 'zip_code': '8001', 'city': 'Cape Town', 'state_code': None, 'country_code': 'ZAF', 'latitude': None, 'longitude': None}, {'description': 'Switzerland', 'address1': 'Technikumsstrasse 14 CH', 'address2': '', 'zip_code': '9470', 'city': 'Buchs', 'state_code': None, 'country_code': 'CHE', 'latitude': None, 'longitude': None}, {'description': 'Turkey', 'address1': 'Kasap Sok. No. 12', 'address2': 'Kat. 2 Esentepe', 'zip_code': '34394', 'city': 'Istanbul', 'state_code': None, 'country_code': 'TUR', 'latitude': 41.029886, 'longitude': 28.94057}, {'description': 'UK', 'address1': '57-63, Scrutton Street', 'address2': '', 'zip_code': 'EC2A 4PF', 'city': 'London', 'state_code': None, 'country_code': 'GBR', 'latitude': 51.5232478, 'longitude': -0.082571}, {'description': 'USA', 'address1': '485 Alberto Way', 'address2': 'Suite 210', 'zip_code': '95032', 'city': 'Los Gatos', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.229898, 'longitude': -121.971853}]","{'type': 'Point', 'coordinates': [13.393718, 52.488331]}",52.488331,13.393718,$0,1999.0,800.0,mobile,,"<p>Buongiorno is known in the worldwide mobile commerce ecosystem for developing and managing paid apps and contents that help consumers get greater enjoyment from mobile devices.</p>

<p>With direct connections to more than 130 telecom operators in 25 countries, over 10 years&#8217; experience and a team of 800 professionals, Buongiorno makes the mobile internet experience happen. In 2011, Buongiorno refocused its business on the B2C sector, materialized via the acquisition of Dada.net and the spin-off of the majority of its B2B business.</p>

<p>Buongiorno concentrates exclusively on delivering a top notch mobile entertainment experience to end consumers and is investing heavily to market a few high-potential businesses based on paid content on mobile, such as the mobile payments solution Cashlog.com and e-Gaming portal Winga.com.
Buongiorno is headquartered and listed in Milan (FTSE Italy STAR: BNG).</p>","mobile, vas, community, social-networking, connected-devices, android, tablets, smartphones"
233,e-Spirit,Dortmund,"[{'description': 'e-Spirit AG', 'address1': 'Barcelonaweg 14', 'address2': '', 'zip_code': '44269', 'city': 'Dortmund', 'state_code': None, 'country_code': 'DEU', 'latitude': 47.3728324, 'longitude': 8.5384658}, {'description': 'e-Spirit Inc.', 'address1': '470 Atlantic Avenue', 'address2': '', 'zip_code': 'MA 02210', 'city': 'Boston', 'state_code': 'MA', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'description': 'e-Spirit Schweiz AG', 'address1': 'Bahnhaldenstr. 7', 'address2': '', 'zip_code': '8052', 'city': 'Zurich', 'state_code': None, 'country_code': 'CHE', 'latitude': None, 'longitude': None}, {'description': 'e-Spirit UK Ltd.', 'address1': '88 Wood Street', 'address2': '', 'zip_code': 'EC2V 7RS', 'city': 'London', 'state_code': None, 'country_code': 'GBR', 'latitude': None, 'longitude': None}]","{'type': 'Point', 'coordinates': [8.5384658, 47.3728324]}",47.3728324,8.5384658,$0,1999.0,100.0,software,Content Integration Platform FirstSpirit,"<p>e-Spirit is the manufacturer of FirstSpirit, the content management system for companies with high expectations of their solutions.</p>

<p>The FirstSpirit content integration platform is already used throughout their corporate infrastructure by some internationally active customers, for example by Airbus, Linde Group, Bosch, MAN, Commerzbank, Pentland and the Schaeffler Group, and is increasingly replacing existing content management technologies in large businesses.</p>

<p>e-Spirit was founded by former members of the Fraunhofer Institute for Software and System Technology (FhG ISST) in cooperation with the IT service provider adesso AG and stands for outstanding product development and introduction expertise. The company was founded in Dortmund in 1999. Other branch offices are in London, Zurich Berlin, Cologne and Frankfurt. </p>","content-management, wcms, ecms, portals, sap, ibm, sap-netweaver, ibm-websphere, ibm-commerce, content-integration-platform, internet, intranet, extranet, wml, pdf, mobile, java, xml, uniccode, globalization, usability, e-commerce"
370,GP Solar,,"[{'description': 'Headquarter', 'address1': 'Turmstrasse 22', 'address2': '78467 Konstanz', 'zip_code': '', 'city': '', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.3818946, 'longitude': 11.5353842}]","{'type': 'Point', 'coordinates': [11.5353842, 48.3818946]}",48.3818946,11.5353842,$0,1999.0,,,,<p>GP Solar GmbH is decisively involved in the latest technological developments concerning the production of solar cells and solar modules. The company owes its key role on the photovoltaic market with limited competition to the consolidated know how and the flexibility in the implementation of projects.</p>,
126,Ableton,Berlin,"[{'description': 'Ableton AG', 'address1': 'Schoenhauser Allee 6-7', 'address2': '', 'zip_code': '10437', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.545308, 'longitude': 13.412947}, {'description': 'Ableton, Inc.', 'address1': '43 W 24th St., 12th floor', 'address2': '', 'zip_code': '10010', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': None, 'longitude': None}]","{'type': 'Point', 'coordinates': [13.412947, 52.545308]}",52.545308,13.412947,$0,1999.0,100.0,software,,"<p>Ableton makes software for creating, producing, and performing music.</p>

<p>Ableton&#8217;s flagship product, Live, has introduced a new approach to making music with computers on stage and in the studio that has attracted several hundred thousand Live worldwide.</p>","audio, music, software, media"
163,Ciao,Munich,"[{'description': 'HQ', 'address1': 'Leopoldstrasse 236', 'address2': '', 'zip_code': '80807', 'city': 'Munich', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.179853, 'longitude': 11.585174}]","{'type': 'Point', 'coordinates': [11.585174, 48.179853]}",48.179853,11.585174,$0,1999.0,,web,Product Review Portal,"<p>Ciao is an online community that critically reviews and rates millions of products and services for the benefit of other consumers. Available free of charge to consumers in local language versions in major western European and North American markets, Ciao combines unbiased consumer reviews and up-to-date price information from hundreds of online retailers to make it the most comprehensive source of intelligent shopping on the web.</p>

<p><a href=""/company/microsoft"" title=""Microsoft"" rel=""nofollow"">Microsoft</a> purchased Ciao in August, 2008.</p>","comparison, online-shopping, reviews"
146,Voxeo,Cologne,"[{'description': 'U.S. Headquarters', 'address1': '189 South Orange Avenue #1000', 'address2': '', 'zip_code': '32801', 'city': 'Orlando', 'state_code': 'FL', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'description': 'Europe/U.K. Headquarters', 'address1': '1st Floor, Venture House, 6 Silver Court', 'address2': 'Watchmead, Welwyn Garden City', 'zip_code': 'AL7 1TS', 'city': 'Hertfordshire', 'state_code': None, 'country_code': 'GBR', 'latitude': 51.8027645, 'longitude': -0.1871194}, {'description': 'Germany Headquarters', 'address1': 'Ettore-Bugatti-Strasse 6-14', 'address2': '16th Floor', 'zip_code': '51149', 'city': 'Cologne', 'state_code': None, 'country_code': 'DEU', 'latitude': 50.9095785, 'longitude': 7.0555242}]","{'type': 'Point', 'coordinates': [7.0555242, 50.9095785]}",50.9095785,7.0555242,$9M,1999.0,150.0,network_hosting,Hosting and Premise Platform Solutions,<p>Voxeo provides hosting and premise platform solutions for companies of all sizes.  They aim to help enterprises improve service and lower costs by automating and connecting their most common phone calls with with IVR and VoIP technology.  </p>,"ivr, voip"
347,itcampus web2test,Leipzig,"[{'description': 'head office', 'address1': 'Nonnenstrasse 42', 'address2': '', 'zip_code': '04229', 'city': 'Leipzig', 'state_code': None, 'country_code': 'DEU', 'latitude': 51.3280846, 'longitude': 12.3419833}, {'description': 'UK office', 'address1': 'Fabriam Centre', 'address2': 'Cobalt Park Way, Silverlink', 'zip_code': 'NE28 9NZ', 'city': 'Newcastle upon Tyne', 'state_code': None, 'country_code': 'GBR', 'latitude': None, 'longitude': None}]","{'type': 'Point', 'coordinates': [12.3419833, 51.3280846]}",51.3280846,12.3419833,$0,1999.0,,software,software development and web testing,"<p>Custom software products and telecommunication solutions are the core business of itCampus. </p>

<p>The concept of making use of close ties between science and industry is at the core of itCampusâ€™ corporate philosophy. Founded in 1999 as a university spin-off, itCampus has become a group which employs over 130 people in six European countries: Germany, Britain, Italy, Austria, Switzerland and Slovakia. </p>

<p>All projects and products are designed, developed, tested and documented according to the DIN EN ISO 9001:2000 standard.</p>","software-development, web-testing, web-testing-tool, web-testing-software"
78,gate5,Berlin,"[{'description': None, 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.52348, 'longitude': 13.411494}]","{'type': 'Point', 'coordinates': [13.411494, 52.52348]}",52.52348,13.411494,€11.5M,1999.0,40.0,mobile,,<p>Gate5 offers mapping and location based services for mobile devices.  The company was acquired by Nokia in 2006.</p>,maps-local-mobile
149,Ciao,Munich,"[{'description': 'HQ', 'address1': 'Leopoldstrasse 236', 'address2': '', 'zip_code': '80807', 'city': 'Munich', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.179853, 'longitude': 11.585174}]","{'type': 'Point', 'coordinates': [11.585174, 48.179853]}",48.179853,11.585174,$0,1999.0,,web,Product Review Portal,"<p>Ciao is an online community that critically reviews and rates millions of products and services for the benefit of other consumers. Available free of charge to consumers in local language versions in major western European and North American markets, Ciao combines unbiased consumer reviews and up-to-date price information from hundreds of online retailers to make it the most comprehensive source of intelligent shopping on the web.</p>

<p><a href=""/company/microsoft"" title=""Microsoft"" rel=""nofollow"">Microsoft</a> purchased Ciao in August, 2008.</p>","comparison, online-shopping, reviews"
99,Q-go,Zorneding,"[{'description': 'Q-go Headquarters', 'address1': 'Eekholt 40', 'address2': '', 'zip_code': '1112 XH', 'city': 'Diemen', 'state_code': None, 'country_code': 'NLD', 'latitude': 52.329327, 'longitude': 4.962909}, {'description': 'Q-go Germany', 'address1': 'Obere Bahnhofstrasse 9', 'address2': '', 'zip_code': '85604', 'city': 'Zorneding', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.086035, 'longitude': 11.831509}, {'description': 'Q-go Switzerland', 'address1': 'Seestrasse 52 D', 'address2': '', 'zip_code': 'CH-8855', 'city': 'Wangen', 'state_code': None, 'country_code': 'CHE', 'latitude': None, 'longitude': None}, {'description': 'Q-go Spain', 'address1': 'Edificio Lexington', 'address2': 'C/Orense 85', 'zip_code': '28020', 'city': 'Madrid', 'state_code': None, 'country_code': 'ESP', 'latitude': None, 'longitude': None}, {'description': 'Q-go Spain', 'address1': 'C/Angel Guimera 22', 'address2': '', 'zip_code': '08017', 'city': 'Barcelona', 'state_code': None, 'country_code': 'ESP', 'latitude': 41.396544, 'longitude': 2.132385}, {'description': 'Q-go USA', 'address1': '100 Park Avenue', 'address2': '', 'zip_code': 'NY 10017', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.751139, 'longitude': -73.978471}]","{'type': 'Point', 'coordinates': [11.831509, 48.086035]}",48.086035,11.831509,$0,1999.0,60.0,software,,"<p>Q-go is a global leader in next generation online customer service, and offers online and mobile customer service solutions for the financial services, airlines and telecommunications industries. Q-go&#8217;s SaaS-based solution is available in many languages, and is powered by comprehensive, industry-specific domain dictionaries, millions of customer interactions, and the most advanced semantic technology available. The software is available for websites, call centers, intranets, mobile, ATM and virtual assistants, and Q-go offers a guaranteed return on investment (ROI) within six months.</p>

<p>Unlike typical search and knowledge-base technology, Q-go&#8217;s application understands what customers are asking on your website, mobile and other channels, and allows your online customers to ask questions in their own words. It understands what your customers are asking, rapidly deciphers their question grammatically and semantically, and delivers the right answer, the first time. The result is the highest quality customer experience and service, an immediate and guaranteed reduction in costs, a significant increase in self-service penetration, online conversion and real-time customer insight.</p>

<p>Q-go customers include leading financial institutions and other globally recognized brands including Air France-KLM, ING, ABN AMRO, BBVA, VISA, Deutsche Telekom, T-Systems, and Movistar.</p>

<p>Founded in 1999, Q-go is headquartered in Amsterdam and has additional offices in Barcelona, Madrid, Bonn, Munich, Zürich, New York and San Francisco. Learn more at http://www.q-go.com.</p>","search, natural-language-search, saas, domain-knowledge, crm, multiple-language-search, customer-service"
160,Voxeo,Cologne,"[{'description': 'U.S. Headquarters', 'address1': '189 South Orange Avenue #1000', 'address2': '', 'zip_code': '32801', 'city': 'Orlando', 'state_code': 'FL', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'description': 'Europe/U.K. Headquarters', 'address1': '1st Floor, Venture House, 6 Silver Court', 'address2': 'Watchmead, Welwyn Garden City', 'zip_code': 'AL7 1TS', 'city': 'Hertfordshire', 'state_code': None, 'country_code': 'GBR', 'latitude': 51.8027645, 'longitude': -0.1871194}, {'description': 'Germany Headquarters', 'address1': 'Ettore-Bugatti-Strasse 6-14', 'address2': '16th Floor', 'zip_code': '51149', 'city': 'Cologne', 'state_code': None, 'country_code': 'DEU', 'latitude': 50.9095785, 'longitude': 7.0555242}]","{'type': 'Point', 'coordinates': [7.0555242, 50.9095785]}",50.9095785,7.0555242,$9M,1999.0,150.0,network_hosting,Hosting and Premise Platform Solutions,<p>Voxeo provides hosting and premise platform solutions for companies of all sizes.  They aim to help enterprises improve service and lower costs by automating and connecting their most common phone calls with with IVR and VoIP technology.  </p>,"ivr, voip"
344,GRIN Publishing,Munich,"[{'description': 'Headoffice Munich', 'address1': '', 'address2': 'Zenettistraße 20', 'zip_code': '80337', 'city': 'Munich', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.1365323, 'longitude': 11.5697308}, {'description': 'US Office', 'address1': '1200 Pacific Ave. Suite 275', 'address2': '', 'zip_code': '95060', 'city': 'Santa Cruz', 'state_code': 'CA', 'country_code': 'USA', 'latitude': None, 'longitude': None}]","{'type': 'Point', 'coordinates': [11.5697308, 48.1365323]}",48.1365323,11.5697308,$0,1998.0,55.0,software,SaaS Solution for Book Publishers,"<p>GRIN Publishing is an online based publishing software which already manages over 200,000 books. They provide an easy way for publishers to publish digital and print on demand books and distribute them in all relevant online bookstores and e-readers worldwide. GRIN Solutions offers a variety of basic and advanced features for publishers (like a web presence, e-commerce solution, multi-channel distribution and royalty payments) and makes them accessible both to small publishers and publishing startups trough automation and a competitive price point.</p>

<p>Their platform uses an open API and encourages other systems and web applications to integrate with its publishing engine. Currently they offer integration with systems such as PayPal, Google Analytics  and several other services.</p>","publishing, academic, book, ebook, print-on-demand, saas, software, cloud-publishing, digital-first, publishing-software, publishing-solution, ebook-distribution"
